name,lat,lon,distance,type
Powell MUNI Metro Station,37.784512,-122.407738,1301,"{'typepoint': {'type': 'Point', 'coordinates': [37.784512, -122.407738]}}"
Montgomery St BART Station,37.788824,-122.402185,1366,"{'typepoint': {'type': 'Point', 'coordinates': [37.788824, -122.402185]}}"
Blinq On Embarcadero Bart Station,37.794213,-122.395763,1832,"{'typepoint': {'type': 'Point', 'coordinates': [37.794213, -122.395763]}}"
