name,lat,lon,distance,type
Southside Spirit House,37.787118,-122.397568,559,"{'typepoint': {'type': 'Point', 'coordinates': [37.787118, -122.397568]}}"
Club X,37.78206,-122.397485,339,"{'typepoint': {'type': 'Point', 'coordinates': [37.78206, -122.397485]}}"
City Nights,37.782039,-122.397771,325,"{'typepoint': {'type': 'Point', 'coordinates': [37.782039, -122.397771]}}"
Temple Nightclub,37.787904,-122.397112,606,"{'typepoint': {'type': 'Point', 'coordinates': [37.787904, -122.397112]}}"
SYNERGY's GLOW,37.785531,-122.393101,265,"{'typepoint': {'type': 'Point', 'coordinates': [37.785531, -122.393101]}}"
Nikitin & Reznikoff Obyebos,37.781219,-122.399515,526,"{'typepoint': {'type': 'Point', 'coordinates': [37.781219, -122.399515]}}"
Alibi,37.786428,-122.40018,662,"{'typepoint': {'type': 'Point', 'coordinates': [37.786428, -122.40018]}}"
The Grand Nightclub,37.779182,-122.397961,539,"{'typepoint': {'type': 'Point', 'coordinates': [37.779182, -122.397961]}}"
Infusion,37.782522,-122.392709,132,"{'typepoint': {'type': 'Point', 'coordinates': [37.782522, -122.392709]}}"
Serena SF Clubs Guest Lists,37.782039,-122.397771,344,"{'typepoint': {'type': 'Point', 'coordinates': [37.782039, -122.397771]}}"
