name,lat,lon,distance,type
St Nicholas Day Care & Preschool,37.745033,-122.440377,946,"{'typepoint': {'type': 'Point', 'coordinates': [37.745033, -122.440377]}}"
Noe Valley Nursery School,37.743845,-122.440092,1207,"{'typepoint': {'type': 'Point', 'coordinates': [37.743845, -122.440092]}}"
Shooting Star Academy,37.745669,-122.423506,1359,"{'typepoint': {'type': 'Point', 'coordinates': [37.745669, -122.423506]}}"
Wind In The Willows,37.731364,-122.451602,1576,"{'typepoint': {'type': 'Point', 'coordinates': [37.731364, -122.451602]}}"
The Crayon Box Preschool,37.723416,-122.438022,1604,"{'typepoint': {'type': 'Point', 'coordinates': [37.723416, -122.438022]}}"
Mission Child Care Consortium,37.72218,-122.43709,1832,"{'typepoint': {'type': 'Point', 'coordinates': [37.72218, -122.43709]}}"
Fun Flower Daycare,37.732822,-122.429553,739,"{'typepoint': {'type': 'Point', 'coordinates': [37.732822, -122.429553]}}"
La Marelle,37.73176,-122.44131,832,"{'typepoint': {'type': 'Point', 'coordinates': [37.73176, -122.44131]}}"
Bright Beginning Family Child Care San Francisco,37.729609,-122.436527,894,"{'typepoint': {'type': 'Point', 'coordinates': [37.729609, -122.436527]}}"
Primeros Pasos,37.739141,-122.425126,918,"{'typepoint': {'type': 'Point', 'coordinates': [37.739141, -122.425126]}}"
