name,lat,lon,distance,type
NYU Bus Stop,40.721724,-73.997151,406,"{'typepoint': {'type': 'Point', 'coordinates': [40.721724, -73.997151]}}"
M21 bus stop,40.726703,-73.998526,458,"{'typepoint': {'type': 'Point', 'coordinates': [40.726703, -73.998526]}}"
M21 Bus Stop West Houston,40.727714,-74.001011,473,"{'typepoint': {'type': 'Point', 'coordinates': [40.727714, -74.001011]}}"
Go-To Bus,40.717724,-74.001446,619,"{'typepoint': {'type': 'Point', 'coordinates': [40.717724, -74.001446]}}"
Mta M20,40.729279,-74.004959,710,"{'typepoint': {'type': 'Point', 'coordinates': [40.729279, -74.004959]}}"
Long Lucky Bus,40.720066,-73.994641,710,"{'typepoint': {'type': 'Point', 'coordinates': [40.720066, -73.994641]}}"
MTA Bus - 103 Canel Street,40.716777,-73.998571,774,"{'typepoint': {'type': 'Point', 'coordinates': [40.716777, -73.998571]}}"
MTA MaBSTOA Bus - M21 / M103 at Bowery / Houston Street,40.723902,-73.992435,775,"{'typepoint': {'type': 'Point', 'coordinates': [40.723902, -73.992435]}}"
Mta - M5,40.716789,-74.006079,823,"{'typepoint': {'type': 'Point', 'coordinates': [40.716789, -74.006079]}}"
MTA Bus - M5/M5LTD,40.730785,-74.001176,834,"{'typepoint': {'type': 'Point', 'coordinates': [40.730785, -74.001176]}}"
