name,lat,lon,distance,type
Encore Jets,40.724945,-73.997715,378,"{'typepoint': {'type': 'Point', 'coordinates': [40.724945, -73.997715]}}"
Air-Tech Unlimited,40.724693,-73.99705,418,"{'typepoint': {'type': 'Point', 'coordinates': [40.724693, -73.99705]}}"
Transitcenter,40.725852,-74.006002,454,"{'typepoint': {'type': 'Point', 'coordinates': [40.725852, -74.006002]}}"
