name,lat,lon,distance,type
San Francisco Caltrain Station,37.776537,-122.394938,151,"{'typepoint': {'type': 'Point', 'coordinates': [37.776537, -122.394938]}}"
Caltrain MUNI Metro Station,37.77587,-122.395544,190,"{'typepoint': {'type': 'Point', 'coordinates': [37.77587, -122.395544]}}"
Caltrain,37.775816,-122.395397,209,"{'typepoint': {'type': 'Point', 'coordinates': [37.775816, -122.395397]}}"
MUNI Metro Stop - 4th & King,37.77599,-122.393974,224,"{'typepoint': {'type': 'Point', 'coordinates': [37.77599, -122.393974]}}"
2nd & King MUNI Metro Station,37.779346,-122.389798,532,"{'typepoint': {'type': 'Point', 'coordinates': [37.779346, -122.389798]}}"
MUNI Metro Stop - 3rd & Mission Rock,37.773145,-122.38972,721,"{'typepoint': {'type': 'Point', 'coordinates': [37.773145, -122.38972]}}"
MUNI Metro Stop - UCSF/Mission Bay,37.769296,-122.389637,1097,"{'typepoint': {'type': 'Point', 'coordinates': [37.769296, -122.389637]}}"
Powell St BART Station,37.784084,-122.407784,1269,"{'typepoint': {'type': 'Point', 'coordinates': [37.784084, -122.407784]}}"
MUNI Stop,37.787348,-122.404392,1294,"{'typepoint': {'type': 'Point', 'coordinates': [37.787348, -122.404392]}}"
MUNI S Shuttle,37.784659,-122.407962,1306,"{'typepoint': {'type': 'Point', 'coordinates': [37.784659, -122.407962]}}"
