name,lat,lon,distance,type
Encore Jets,40.724945,-73.997715,60,"{'typepoint': {'type': 'Point', 'coordinates': [40.724945, -73.997715]}}"
Air-Tech Unlimited,40.724693,-73.99705,87,"{'typepoint': {'type': 'Point', 'coordinates': [40.724693, -73.99705]}}"
