name,lat,lon,distance,type
M21 bus stop,40.726703,-73.998526,181,"{'typepoint': {'type': 'Point', 'coordinates': [40.726703, -73.998526]}}"
M21 Bus Stop West Houston,40.727714,-74.001011,392,"{'typepoint': {'type': 'Point', 'coordinates': [40.727714, -74.001011]}}"
NYU Bus Stop,40.721724,-73.997151,412,"{'typepoint': {'type': 'Point', 'coordinates': [40.721724, -73.997151]}}"
MTA MaBSTOA Bus - M21 / M103 at Bowery / Houston Street,40.723902,-73.992435,434,"{'typepoint': {'type': 'Point', 'coordinates': [40.723902, -73.992435]}}"
MTA Bus - Broadway & Waverly Pl,40.730032,-73.993113,612,"{'typepoint': {'type': 'Point', 'coordinates': [40.730032, -73.993113]}}"
Long Lucky Bus,40.720066,-73.994641,650,"{'typepoint': {'type': 'Point', 'coordinates': [40.720066, -73.994641]}}"
M8 bus stop,40.730413,-73.992997,667,"{'typepoint': {'type': 'Point', 'coordinates': [40.730413, -73.992997]}}"
MTA Bus - M5/M5LTD,40.730785,-74.001176,692,"{'typepoint': {'type': 'Point', 'coordinates': [40.730785, -74.001176]}}"
MTA 27b Bus Stop,40.7306,-73.992087,726,"{'typepoint': {'type': 'Point', 'coordinates': [40.7306, -73.992087]}}"
MTA Bus - M1 M2 M3 M5,40.731915,-73.996208,726,"{'typepoint': {'type': 'Point', 'coordinates': [40.731915, -73.996208]}}"
